Date,Macro_10Y_Yield,Macro_Low_Rate_Regime,Macro_High_Rate_Regime,Macro_Normal_Rate_Regime,Macro_Rate_Change_3m,Macro_Rate_Change_6m,Macro_Rate_Change_1y,Macro_Tightening_Cycle,Macro_Easing_Cycle,Macro_Rate_Volatility,Macro_Market_Trend_Strength,Macro_Above_MA50,Macro_Above_MA200,Macro_Growth_Momentum_3m,Macro_Growth_Momentum_6m,Macro_Growth_Momentum_1y,Macro_Recession_Signal,Macro_Recovery_Signal,Macro_Inflation_Proxy,Macro_Low_Inflation,Macro_Target_Inflation,Macro_High_Inflation,Macro_Inflation_Acceleration,Macro_Inflation_Uncertainty,Macro_Expansion,Macro_Peak,Macro_Contraction,Macro_Trough,Macro_Cycle_Position,Macro_Financial_Conditions_Tight,Macro_Financial_Conditions_Loose,Macro_Financial_Stress,Macro_Policy_Error_Risk,Macro_Complacency
2001-01-23,5.27400016784668,0,1,0,-0.3619999885559082,-0.750999927520752,-1.4099998474121094,0,1,0.06282142008446241,0,1,0,-0.028143846325664468,-0.07405831027878274,-0.031173458027165424,0,0,5.27400016784668,0,0,1,-0.3619999885559082,0.06282142008446241,0,0,1,1,0.8659602368931731,0,0,0,0,0
2001-01-24,5.302999973297119,0,1,0,-0.27899980545043945,-0.7179999351501465,-1.38100004196167,0,1,0.06298569977707123,0,1,0,-0.029575272403824737,-0.07424692405600342,-0.039189784236019376,0,0,5.302999973297119,0,0,1,-0.27899980545043945,0.06298569977707123,0,0,1,1,0.8739833203375249,0,0,0,0,0
2001-01-25,5.269999980926514,0,1,0,-0.3530001640319824,-0.750999927520752,-1.4099998474121094,0,1,0.06280856185109134,0,1,0,-0.025520483546004002,-0.06748071979434445,-0.03395472703062585,0,0,5.269999980926514,0,0,1,-0.3530001640319824,0.06280856185109134,0,0,1,1,0.8680347004656048,0,0,0,0,0
2001-01-26,5.252999782562256,0,1,0,-0.4330000877380371,-0.7470002174377441,-1.4320001602172852,0,1,0.06273848576046241,0,1,0,-0.003209536909674515,-0.0653482373172829,-0.031194295900178304,0,0,5.252999782562256,0,0,1,-0.4330000877380371,0.06273848576046241,0,0,1,1,0.8656006400036451,0,0,0,0,0
2001-01-29,5.295000076293945,0,1,0,-0.37799978256225586,-0.7300000190734863,-1.3529996871948242,0,1,0.06289040756318096,0,1,0,-0.000640101666095072,-0.038662811675280406,0.0053358314886153835,0,0,5.295000076293945,0,0,1,-0.37799978256225586,0.06289040756318096,0,0,0,1,0.8781552910549015,0,0,0,0,0
2001-01-30,5.211999893188477,0,1,0,-0.49900007247924805,-0.8169999122619638,-1.4549999237060547,0,1,0.06361778898456302,0,1,0,-0.010634934337839352,-0.0363636150226726,-0.012628728693181768,0,0,5.211999893188477,0,0,1,-0.49900007247924805,0.06361778898456302,0,0,0,1,0.8856931279363002,0,0,0,0,0
2001-01-31,5.178999900817871,0,1,0,-0.5490002632141113,-0.8120002746582031,-1.438000202178955,0,1,0.06367157326511828,0,1,0,-0.024985515517289336,-0.047645495934241944,-0.02779597855460092,0,0,5.178999900817871,0,0,1,-0.5490002632141113,0.06367157326511828,0,0,0,1,0.8737266978437572,0,1,0,0,0
2001-02-01,5.060999870300293,0,1,0,-0.6960000991821289,-0.9079999923706055,-1.5370001792907715,0,1,0.06444845608780009,0,1,0,-0.035138317712318234,-0.046086067511346474,-0.02220652068564466,0,0,5.060999870300293,0,0,1,-0.6960000991821289,0.06444845608780009,0,0,0,1,0.8747388068969872,0,1,0,0,1
2001-02-02,5.138000011444092,0,1,0,-0.5980000495910645,-0.805999755859375,-1.3369998931884766,0,1,0.06496717332077241,0,1,0,-0.05382757235002189,-0.07413605974323889,-0.05857701928060888,0,0,5.138000011444092,0,0,1,-0.5980000495910645,0.06496717332077241,0,0,1,1,0.8449406306916087,0,1,0,0,0
2001-02-05,5.145999908447266,0,1,0,-0.5939998626708984,-0.755000114440918,-1.3710002899169922,0,1,0.064985866292425,0,1,0,-0.04844415084720244,-0.07231430718269638,-0.047714270182719676,0,0,5.145999908447266,0,0,1,-0.5939998626708984,0.064985866292425,0,0,1,1,0.8576487066550778,0,1,0,0,1
2001-02-06,5.195000171661377,0,1,0,-0.6089997291564941,-0.7529997825622559,-1.435999870300293,0,1,0.06545913973567156,0,1,0,-0.051766255095480385,-0.08597468766482064,-0.049060583742592145,0,0,5.195000171661377,0,0,1,-0.6089997291564941,0.06545913973567156,0,0,1,1,0.857504699718445,0,1,0,0,1
2001-02-07,5.178999900817871,0,1,0,-0.6760001182556152,-0.7350001335144043,-1.4200000762939453,0,1,0.06533582787204273,0,1,0,-0.06322971568680724,-0.09414037870428749,-0.0666781987602858,0,0,5.178999900817871,0,0,1,-0.6760001182556152,0.06533582787204273,0,0,1,1,0.848366282183618,0,1,0,0,1
2001-02-08,5.098999977111816,0,1,0,-0.7600002288818359,-0.809999942779541,-1.570000171661377,0,1,0.06594924340038999,0,0,0,-0.07394786005434784,-0.09710897758584147,-0.057766015538597615,0,0,5.098999977111816,0,0,1,-0.7600002288818359,0.06594924340038999,0,0,1,1,0.82407259136914,0,1,0,0,1
2001-02-09,5.015999794006348,0,1,0,-0.8340001106262207,-0.7340002059936523,-1.640000343322754,0,1,0.06653214745809062,0,0,0,-0.06205427238494887,-0.1014100356096912,-0.0686799375689845,1,0,5.015999794006348,0,0,1,-0.8340001106262207,0.06653214745809062,0,0,1,0,0.8029017300279297,0,1,0,0,1
2001-02-12,5.047999858856201,0,1,0,-0.7600002288818359,-0.7390003204345712,-1.5729999542236328,0,1,0.06677522285450281,0,0,0,-0.047712520572974815,-0.09535717716504133,-0.038485760407278025,0,0,5.047999858856201,0,0,1,-0.7600002288818359,0.06677522285450281,0,0,1,1,0.8240402666704439,0,1,0,0,1
2001-02-13,5.067999839782715,0,1,0,-0.7270002365112305,-0.7030000686645508,-1.4710001945495605,0,1,0.06674254755994723,0,0,0,-0.03194880507347897,-0.1140213891105819,-0.051899680954581084,1,0,5.067999839782715,0,0,1,-0.7270002365112305,0.06674254755994723,0,0,1,0,0.8135795340800811,0,1,0,0,1
2001-02-14,5.105000019073486,0,1,0,-0.6560001373291016,-0.695000171661377,-1.4470000267028809,0,1,0.06697595269806687,0,0,0,-0.025836809157445795,-0.1146197523831971,-0.0639229323568502,1,0,5.105000019073486,0,0,1,-0.6560001373291016,0.06697595269806687,0,0,1,0,0.8151322020833998,0,1,0,0,1
2001-02-15,5.177999973297119,0,1,0,-0.5659999847412109,-0.6389999389648438,-1.36899995803833,0,1,0.06767681606392201,0,0,0,-0.041581338092430364,-0.10284274961890238,-0.04071945080654227,1,0,5.177999973297119,0,0,1,-0.5659999847412109,0.06767681606392201,0,0,1,0,0.8369003079122248,0,1,0,0,1
2001-02-16,5.0929999351501465,0,1,0,-0.6050000190734863,-0.7109999656677246,-1.4759998321533203,0,1,0.0683408127967576,0,0,0,-0.06565163352272729,-0.131752017335102,-0.05699439442090393,1,0,5.0929999351501465,0,0,1,-0.6050000190734863,0.0683408127967576,0,0,1,0,0.7957176125440676,0,1,0,0,1
2001-02-20,5.0970001220703125,0,1,0,-0.5720000267028809,-0.6689996719360352,-1.3859996795654297,0,1,0.06835956059648812,0,0,0,-0.06540491800073933,-0.14227975355558453,-0.05115935785941106,1,0,5.0970001220703125,0,0,1,-0.5720000267028809,0.06835956059648812,0,0,1,0,0.7730641234797672,0,1,0,0,1
2001-02-21,5.129000186920166,0,1,0,-0.5649995803833008,-0.6419997215270996,-1.2129998207092285,0,1,0.0681397251687954,0,0,0,-0.08065406794954244,-0.16531559636822557,-0.06926601345435857,1,0,5.129000186920166,0,0,1,-0.5649995803833008,0.0681397251687954,0,0,1,0,0.743985737359909,0,1,0,0,0
2001-02-22,5.15399980545044,0,1,0,-0.510000228881835,-0.6080002784728995,-1.2730002403259268,0,1,0.06810511908858846,0,0,0,-0.06591185107308573,-0.16266224586626443,-0.07873685998283741,1,0,5.15399980545044,0,0,1,-0.510000228881835,0.06810511908858846,0,0,1,0,0.7491886230706801,0,1,0,0,0
2001-02-23,5.079999923706055,0,1,0,-0.5799999237060547,-0.6449999809265137,-1.2660002708435059,0,1,0.06861856233188475,0,0,0,-0.07693444812947248,-0.1715931280913352,-0.06615600871015292,1,0,5.079999923706055,0,0,1,-0.5799999237060547,0.06861856233188475,0,0,1,0,0.7338359779640502,0,1,0,0,0
2001-02-26,5.035999774932861,0,1,0,-0.5570001602172852,-0.6800003051757812,-1.3050003051757812,0,1,0.06867273518491619,0,0,0,-0.0342106922335047,-0.1565799074988382,-0.042812589267402945,1,0,5.035999774932861,0,0,1,-0.5570001602172852,0.06867273518491619,0,0,1,0,0.7621758006110295,0,1,0,0,0
2001-02-27,4.955999851226807,0,1,0,-0.6660003662109375,-0.7650003433227539,-1.4580001831054688,0,1,0.06912022410120047,0,0,0,-0.06232211399188892,-0.1640330417097109,-0.0711478241219009,1,0,4.955999851226807,0,0,1,-0.6660003662109375,0.06912022410120047,0,0,1,0,0.7423426710508749,0,1,0,0,0
2001-02-28,4.9079999923706055,0,1,0,-0.7179999351501465,-0.8579998016357422,-1.500999927520752,0,1,0.06819838413160563,0,0,0,-0.08881233578135761,-0.18328016012689174,-0.09813553834839694,1,0,4.9079999923706055,0,0,1,-0.7179999351501465,0.06819838413160563,0,0,1,0,0.7098640608065379,0,1,0,0,0
2001-03-01,4.855999946594238,0,1,0,-0.7330002784729004,-0.9520001411437988,-1.5230002403259277,0,1,0.06754074471021744,0,0,0,-0.06797570098834149,-0.17916624782874424,-0.09995486429528777,1,0,4.855999946594238,0,0,1,-0.7330002784729004,0.06754074471021744,0,0,1,0,0.7143110141436504,0,1,0,0,0
2001-03-02,4.942999839782715,0,1,0,-0.6000003814697266,-0.8570003509521484,-1.4530000686645508,0,1,0.0686724188623326,0,0,0,-0.07364870736973073,-0.1778174974992205,-0.10771034975609073,1,0,4.942999839782715,0,0,1,-0.6000003814697266,0.0686724188623326,0,0,1,0,0.7110334856200669,0,1,0,0,0
2001-03-05,4.9629998207092285,0,1,0,-0.4760003089904785,-0.7660002708435059,-1.4079999923706055,0,1,0.06791404046018278,0,0,0,-0.057009229473039325,-0.18119386017628214,-0.11610276092988825,1,0,4.9629998207092285,0,0,1,-0.4760003089904785,0.06791404046018278,0,0,1,0,0.7271749106787917,0,1,0,0,0
2001-03-06,4.9710001945495605,0,1,0,-0.5419998168945312,-0.7039999961853027,-1.4379997253417969,0,1,0.06657302741583637,0,0,0,-0.04642872640185547,-0.17324588963242837,-0.09781751820354434,1,0,4.9710001945495605,0,0,1,-0.5419998168945312,0.06657302741583637,0,0,1,0,0.7446648617761823,0,1,0,0,0
2001-03-07,4.919000148773193,0,1,0,-0.6029996871948242,-0.7639999389648438,-1.4639997482299805,0,1,0.06681645099247864,0,0,0,-0.04772437135648577,-0.16063620999341566,-0.07345568181008433,1,0,4.919000148773193,0,0,1,-0.6029996871948242,0.06681645099247864,0,0,1,0,0.7517783074147104,0,1,0,0,0
2001-03-08,4.88700008392334,0,1,0,-0.5429997444152832,-0.8249998092651367,-1.4879999160766602,0,1,0.0665527311432074,0,0,0,-0.07695936285667682,-0.15005430675080955,-0.07126938632634117,1,0,4.88700008392334,0,0,1,-0.5429997444152832,0.0665527311432074,0,0,1,0,0.7514717656671013,0,1,0,0,0
2001-03-09,4.931000232696533,0,1,0,-0.3879995346069336,-0.8179998397827148,-1.4099998474121094,0,1,0.0668187739367399,0,0,0,-0.08969906156318463,-0.18220012025455767,-0.12433007552545472,1,0,4.931000232696533,0,0,1,-0.3879995346069336,0.0668187739367399,0,0,1,0,0.7112146055867367,0,1,0,0,0
2001-03-12,4.919000148773193,0,1,0,-0.37999963760375977,-0.804999828338623,-1.4679999351501465,0,1,0.06680939808522794,0,0,0,-0.11653961688245273,-0.21181475623826673,-0.15732380495233056,1,0,4.919000148773193,0,0,1,-0.37999963760375977,0.06680939808522794,0,0,1,0,0.6485377150977698,0,0,0,0,0
2001-03-13,4.931000232696533,0,1,0,-0.41299962997436523,-0.8269996643066406,-1.430999755859375,0,1,0.06641608575040249,0,0,0,-0.10411945589500238,-0.19769377635719132,-0.13401580776141486,1,0,4.931000232696533,0,0,1,-0.41299962997436523,0.06641608575040249,0,0,1,0,0.6735354430828259,0,0,0,0,0
2001-03-14,4.85099983215332,0,1,0,-0.509000301361084,-0.9190001487731934,-1.4470000267028809,0,1,0.06667051453850609,0,0,0,-0.15130747321277616,-0.20774409746882894,-0.13888379487005376,1,0,4.85099983215332,0,0,1,-0.509000301361084,0.06667051453850609,0,0,1,0,0.6396644691345322,0,0,0,0,0
2001-03-15,4.803999900817871,0,1,0,-0.5390000343322754,-0.9240002632141113,-1.4720001220703125,0,1,0.06676167737851049,0,0,0,-0.14743943632202283,-0.2096211544200598,-0.15830129419632877,1,0,4.803999900817871,0,0,1,-0.5390000343322754,0.06676167737851049,0,0,1,0,0.637350901239031,0,0,0,0,0
2001-03-16,4.751999855041504,0,1,0,-0.5260000228881845,-1.0220003128051758,-1.4860000610351562,0,1,0.06700117759766008,0,0,0,-0.15521173686230338,-0.23142527548096992,-0.21411059825766054,1,0,4.751999855041504,0,0,1,-0.5260000228881845,0.06700117759766008,0,0,1,0,0.6025360649920823,0,0,0,0,0
2001-03-19,4.815000057220459,0,1,0,-0.39799976348876953,-1.0180001258850098,-1.373000144958496,0,1,0.06745949989811205,0,0,0,-0.12690073211535113,-0.19623288716355414,-0.20136113331095806,1,0,4.815000057220459,0,0,1,-0.39799976348876953,0.06745949989811205,0,0,1,0,0.6371300960435706,1,0,1,0,0
2001-03-20,4.790999889373779,0,1,0,-0.38500022888183594,-1.0799999237060547,-1.380000114440918,0,1,0.0661426693978439,0,0,0,-0.12803629149516815,-0.21054225484040823,-0.2188114787636275,1,0,4.790999889373779,0,0,1,-0.38500022888183594,0.0661426693978439,0,0,1,0,0.5991302952134114,1,0,1,0,0
2001-03-21,4.76800012588501,0,1,0,-0.3880000114440918,-1.0819997787475586,-1.36899995803833,0,1,0.06589691661438918,0,0,0,-0.1541511494326877,-0.23093126346406,-0.2475240744953131,1,0,4.76800012588501,0,0,1,-0.3880000114440918,0.06589691661438918,0,0,1,0,0.5756826006896336,1,0,1,0,0
2001-03-22,4.708000183105469,0,1,0,-0.4759998321533203,-1.184000015258789,-1.4119997024536133,0,1,0.06625630262967579,0,0,0,-0.14533347244546924,-0.23307665525922017,-0.25966269250663643,1,0,4.708000183105469,0,0,1,-0.4759998321533203,0.06625630262967579,0,0,1,0,0.5587177109206114,1,0,1,0,0
2001-03-23,4.798999786376953,0,1,0,-0.2760000228881836,-1.0720000267028809,-1.2710003852844238,0,1,0.06733380909148493,0,0,0,-0.09322769618270421,-0.19768723008719336,-0.250079814243219,1,0,4.798999786376953,0,0,1,-0.2760000228881836,0.06733380909148493,0,0,1,0,0.6082424868665658,1,0,1,0,0
2001-03-26,4.8470001220703125,0,1,0,-0.17599964141845703,-0.9819998741149902,-1.3269996643066406,0,1,0.06709233281097172,0,0,0,-0.08798424824852513,-0.20196169539148212,-0.24499794909951167,1,0,4.8470001220703125,0,0,1,-0.17599964141845703,0.06709233281097172,0,0,1,0,0.6313337196006814,1,0,1,0,0
2001-03-27,4.982999801635742,0,1,0,-0.01900005340576172,-0.8500003814697266,-1.2120003700256348,0,1,0.0693748604454429,0,0,0,-0.09643915945704051,-0.17982670669952328,-0.22132457386363624,1,0,4.982999801635742,0,0,1,-0.01900005340576172,0.0693748604454429,0,0,1,0,0.6726171739631318,1,0,1,0,0
2001-03-28,4.9710001945495605,0,1,0,-0.05099964141845703,-0.8279995918273926,-1.1989998817443848,0,1,0.06938609710338225,0,0,0,-0.1307485172852716,-0.19217028104084377,-0.2384608958839729,1,0,4.9710001945495605,0,0,1,-0.05099964141845703,0.06938609710338225,0,0,1,0,0.6337513659579215,1,0,1,0,0
2001-03-29,4.9629998207092285,0,1,0,-0.1230001449584961,-0.8570003509521484,-1.1860003471374512,0,1,0.06472275047065687,0,0,0,-0.13376462554573954,-0.19332894402491263,-0.23633806418229486,1,0,4.9629998207092285,0,0,1,-0.1230001449584961,0.06472275047065687,0,0,1,0,0.6400036294396261,1,0,1,0,0
2001-03-30,4.914999961853027,0,1,0,-0.19899988174438477,-0.8969998359680176,-1.1500000953674316,0,1,0.060581938755821546,0,0,0,-0.1273474928429541,-0.19524136247306045,-0.21519964730453978,1,0,4.914999961853027,0,0,1,-0.19899988174438477,0.060581938755821546,0,0,1,0,0.6521893071549181,1,0,1,0,0
2001-04-02,4.9710001945495605,0,1,0,-0.13899993896484375,-0.8069996833801278,-1.051999568939209,0,1,0.06010482118811766,0,0,0,-0.12949025670706282,-0.20487382455531977,-0.24056527382715076,1,0,4.9710001945495605,0,0,1,-0.13899993896484375,0.06010482118811766,0,0,1,0,0.628482924136702,1,0,1,0,0
2001-04-03,4.934999942779541,0,1,0,0.018000125885009766,-0.8850002288818359,-1.0510001182556152,0,1,0.05969418903016131,0,0,0,-0.14301795718856136,-0.2325700672455464,-0.2701487643659607,1,0,4.934999942779541,0,0,1,0.018000125885009766,0.05969418903016131,0,0,1,0,0.5811680036147758,1,0,1,0,0
2001-04-04,4.922999858856201,0,1,0,-0.17400026321411133,-0.944000244140625,-0.9180002212524414,0,1,0.0593431440461083,0,0,0,-0.17888890019169557,-0.2221052738658169,-0.2616153307302508,1,0,4.922999858856201,0,0,1,-0.17400026321411133,0.0593431440461083,0,0,1,0,0.5875740832746099,1,0,1,0,0
2001-04-05,4.9629998207092285,0,1,0,-0.05000019073486328,-0.9290003776550293,-0.9190001487731934,0,1,0.058930742284584885,0,0,0,-0.13850471565315325,-0.1993040239982058,-0.22882276965725812,1,0,4.9629998207092285,0,0,1,-0.05000019073486328,0.058930742284584885,0,0,1,0,0.6435006161991059,1,0,1,0,0
2001-04-06,4.874000072479248,0,1,0,-0.07399988174438477,-0.9800000190734863,-1.0409998893737793,0,1,0.05788403220151328,0,0,0,-0.12298014086689657,-0.21421757744771353,-0.24709789270973948,1,0,4.874000072479248,0,0,1,-0.07399988174438477,0.05788403220151328,0,0,1,0,0.616574731694167,1,0,1,0,0
2001-04-09,4.906000137329102,0,1,0,0.009000301361083984,-0.9099998474121094,-0.9429998397827148,0,1,0.05788403220151328,0,0,0,-0.12003842489798355,-0.18787773108661932,-0.2435163182263722,1,0,4.906000137329102,0,0,1,0.009000301361083984,0.05788403220151328,0,0,1,0,0.6361346384718194,1,0,1,0,0
2001-04-10,5.067999839782715,0,1,0,0.10399961471557617,-0.7480001449584961,-0.7239999771118164,0,1,0.05983432612740609,0,0,0,-0.10161250329046334,-0.16678570338657928,-0.22668322999210166,1,0,5.067999839782715,0,0,1,0.10399961471557617,0.05983432612740609,0,0,1,0,0.6765038101804643,1,0,1,0,0
2001-04-11,5.109000205993652,0,1,0,0.02500009536743164,-0.685999870300293,-0.7679996490478516,0,1,0.06009465150623096,0,0,0,-0.116518423031723,-0.15221059749843968,-0.2239019099476678,1,0,5.109000205993652,0,0,1,0.02500009536743164,0.06009465150623096,0,0,1,0,0.6824294954202917,1,0,1,0,0
2001-04-12,5.145999908447266,0,1,0,0.029999732971191406,-0.624000072479248,-0.8220000267028809,0,1,0.0594629037518282,0,0,0,-0.10132326295560612,-0.12950333001330394,-0.18752404375734355,1,0,5.145999908447266,0,0,1,0.029999732971191406,0.0594629037518282,0,0,1,0,0.7127588412002135,1,0,1,0,0
2001-04-16,5.275000095367432,0,1,0,0.04500007629394531,-0.440000057220459,-0.6389999389648438,0,0,0.061202089420935836,0,0,0,-0.10909092065059778,-0.1166197297718603,-0.18474871075132693,1,0,5.275000095367432,0,0,1,0.04500007629394531,0.061202089420935836,0,0,1,0,0.7097234114090785,1,0,1,0,0
2001-04-17,5.188000202178955,0,1,0,-0.046000003814697266,-0.5269999504089355,-0.6970000267028809,0,1,0.06145975205094844,0,0,0,-0.1022535713104269,-0.13304859873707964,-0.12308821958654059,1,0,5.188000202178955,0,0,1,-0.046000003814697266,0.06145975205094844,0,0,1,1,0.7240874412084,1,0,1,0,0
2001-04-18,5.118000030517578,0,1,0,-0.03800010681152344,-0.6219997406005859,-0.874000072479248,0,1,0.061805901959248365,0,1,0,-0.07083479686219407,-0.10266847580280414,-0.1190053285968028,1,0,5.118000030517578,0,0,1,-0.03800010681152344,0.061805901959248365,0,0,1,1,0.7774039656540714,1,0,1,0,0
2001-04-19,5.232999801635742,0,1,0,0.1380000114440918,-0.43200016021728516,-0.8130002021789551,0,0,0.06323790857201621,0,1,0,-0.06774865550008691,-0.06753245620869086,-0.13026172424223992,0,0,5.232999801635742,0,0,1,0.1380000114440918,0.06323790857201621,0,0,1,0,0.8084030422578934,1,0,1,0,0
2001-04-20,5.263000011444092,0,1,0,0.08900022506713867,-0.3940000534057617,-0.7119998931884766,0,0,0.06324599889226369,0,1,0,-0.07100384749912558,-0.07262569832402233,-0.13013100436681224,0,0,5.263000011444092,0,0,1,0.08900022506713867,0.06324599889226369,0,0,1,0,0.7979460866663841,1,0,1,0,0
2001-04-23,5.188000202178955,0,1,0,-0.03299999237060547,-0.46399974822998136,-0.7999997138977051,0,0,0.06383956302473705,0,1,0,-0.09388929079438857,-0.12254824323898061,-0.1500043607908247,1,0,5.188000202178955,0,0,1,-0.03299999237060547,0.06383956302473705,0,0,1,1,0.7652910915149432,1,0,1,0,0
2001-04-24,5.188000202178955,0,1,0,-0.08599996566772461,-0.4479999542236328,-0.7989997863769531,0,0,0.06380671849543157,0,1,0,-0.10582393505085053,-0.1309894888108668,-0.1453075442456614,1,0,5.188000202178955,0,0,1,-0.08599996566772461,0.06380671849543157,0,0,1,1,0.7586512027142918,1,0,1,0,0
2001-04-25,5.254000186920166,0,1,0,-0.048999786376953125,-0.3279995918273926,-0.8629999160766602,0,0,0.06415565218616176,0,1,0,-0.09682861104348062,-0.12354015089921044,-0.16864797692338107,1,0,5.254000186920166,0,0,1,-0.048999786376953125,0.06415565218616176,0,0,1,1,0.7850521990328045,1,0,1,0,0
2001-04-26,5.191999912261963,0,1,0,-0.07800006866455078,-0.4310002326965332,-0.9380002021789551,0,0,0.06375499558521176,0,1,0,-0.0905030923357455,-0.11371389320293257,-0.15540479166666665,1,0,5.191999912261963,0,0,1,-0.07800006866455078,0.06375499558521176,0,0,1,1,0.7880170083383731,1,0,1,0,0
2001-04-27,5.313000202178955,0,1,0,0.06000041961669922,-0.3729996681213379,-0.9219999313354492,0,0,0.06549378772026636,0,1,0,-0.07429623713488964,-0.07726731752922966,-0.13849315904591186,0,0,5.313000202178955,0,0,1,0.06000041961669922,0.06549378772026636,0,0,1,0,0.8247770024191483,1,0,1,0,0
2001-04-30,5.3379998207092285,0,1,0,0.0429997444152832,-0.33500003814697266,-0.8760004043579102,0,0,0.063619387714296,0,1,0,-0.07276721813521525,-0.07336074138374482,-0.12704714253984495,0,0,5.3379998207092285,0,0,1,0.0429997444152832,0.063619387714296,0,0,1,0,0.8390286196776118,1,0,1,0,0
2001-05-01,5.288000106811523,0,1,0,0.07600021362304688,-0.42299985885620117,-0.9670000076293945,0,0,0.06328211363772239,0,1,0,-0.07801160930281192,-0.08781689529812664,-0.1360815772086168,0,0,5.288000106811523,0,0,1,0.07600021362304688,0.06328211363772239,0,0,1,0,0.8410700403191986,1,0,1,0,0
2001-05-02,5.283999919891357,0,1,0,0.10500001907348633,-0.444000244140625,-1.0279998779296875,0,0,0.06328339970947054,0,1,0,-0.07444171843225356,-0.0975672692385201,-0.12006938633252928,0,0,5.283999919891357,0,0,1,0.10500001907348633,0.06328339970947054,0,0,1,0,0.8393005834382219,0,0,0,0,0
2001-05-03,5.201000213623047,0,1,0,0.1400003433227539,-0.555999755859375,-1.2019996643066415,0,1,0.06392358488101142,0,1,0,-0.09222065008883351,-0.12411848929869385,-0.1104085322595193,1,0,5.201000213623047,0,0,1,0.1400003433227539,0.06392358488101142,0,0,1,0,0.8139150188299002,0,0,0,0,0
2001-05-04,5.184000015258789,0,1,0,0.046000003814697266,-0.5520000457763672,-1.2620000839233398,0,1,0.06392798370549646,0,1,0,-0.05534129484405759,-0.10618997964191712,-0.10205379400341563,1,0,5.184000015258789,0,0,1,0.046000003814697266,0.06392798370549646,0,0,1,0,0.8400566296934746,0,0,0,0,0
2001-05-07,5.204999923706055,0,1,0,0.05900001525878906,-0.5349998474121094,-1.3020000457763672,0,1,0.06310800501319161,0,1,0,-0.07032915453673982,-0.11536626921260817,-0.120470295745564,1,0,5.204999923706055,0,0,1,0.05900001525878906,0.06310800501319161,0,0,1,0,0.8296172779037447,0,0,0,0,0
2001-05-08,5.2170000076293945,0,1,0,0.021999835968017578,-0.5869998931884766,-1.3429999351501465,0,1,0.062129373518363194,0,1,0,-0.06802569706767303,-0.11627051657570042,-0.11423494356353514,1,0,5.2170000076293945,0,0,1,0.021999835968017578,0.062129373518363194,0,0,1,0,0.8311229505939333,0,0,0,0,0
2001-05-09,5.168000221252441,0,1,0,-0.010999679565429688,-0.6869997978210449,-1.3559999465942383,0,1,0.062375816841165284,0,1,0,-0.06711708925434157,-0.1261030104698707,-0.11083590251478881,1,0,5.168000221252441,0,0,1,-0.010999679565429688,0.062375816841165284,0,0,1,1,0.8217011920761629,0,0,0,0,0
2001-05-10,5.271999835968018,0,1,0,0.17299985885620117,-0.5870003700256348,-1.1649999618530273,0,1,0.06371495463031034,0,1,0,-0.05333532703235799,-0.12333915378736415,-0.0876380333533654,1,0,5.271999835968018,0,0,1,0.17299985885620117,0.06371495463031034,0,0,1,0,0.8361928637836661,0,0,0,0,0
2001-05-11,5.484000205993652,0,1,0,0.4680004119873047,-0.365999698638916,-0.9229998588562012,0,0,0.06906038327391137,0,1,0,-0.050743287301571516,-0.10964872191460096,-0.1141782683414897,1,0,5.484000205993652,0,0,1,0.4680004119873047,0.06906038327391137,0,0,1,0,0.844264266063977,0,0,0,0,0
2001-05-14,5.415999889373779,0,1,0,0.3680000305175781,-0.3920001983642578,-1.0820002555847168,0,0,0.06915174403837662,0,1,0,-0.0596175794057735,-0.10448559499483934,-0.12192559106605583,1,0,5.415999889373779,0,0,1,0.3680000305175781,0.06915174403837662,0,0,1,0,0.8428611024013819,0,0,0,0,0
2001-05-15,5.480000019073486,0,1,0,0.4120001792907715,-0.315000057220459,-0.9790000915527344,0,0,0.0685756768096579,0,1,0,-0.04748216702502406,-0.07791397359975416,-0.13285435417899005,0,0,5.480000019073486,0,0,1,0.4120001792907715,0.0685756768096579,0,0,1,0,0.8563422968848942,0,0,0,0,0
2001-05-16,5.4670000076293945,0,1,0,0.3619999885559082,-0.29400014877319336,-0.9349999427795419,0,0,0.0686210755012305,0,1,0,-0.02354990661704115,-0.048778261331546835,-0.12092034462212398,0,0,5.4670000076293945,0,0,1,0.3619999885559082,0.0686210755012305,0,0,0,0,0.8930263218953262,0,0,0,0,0
2001-05-17,5.4670000076293945,0,1,0,0.2890000343322754,-0.27699995040893555,-0.995999813079834,0,0,0.06854119936732415,0,1,0,-0.03142344800121755,-0.07169815707827942,-0.1102691486141012,0,0,5.4670000076293945,0,0,1,0.2890000343322754,0.06854119936732415,0,0,1,0,0.8963975950519394,0,0,0,0,0
2001-05-18,5.390999794006348,0,1,0,0.29799985885620117,-0.30700016021728516,-1.1550002098083496,0,0,0.06929363104652707,0,1,0,-0.005061260998556749,-0.07038061446904387,-0.09510022323861156,0,0,5.390999794006348,0,0,1,0.29799985885620117,0.06929363104652707,0,0,1,0,0.8983040322849278,0,0,0,0,1
2001-05-21,5.386000156402588,0,1,0,0.2890000343322754,-0.28299999237060547,-1.125,0,0,0.06854658101070767,0,1,0,0.025391342957657104,-0.04167429374715648,-0.06713910436503545,0,1,5.386000156402588,0,0,1,0.2890000343322754,0.06854658101070767,0,0,0,0,0.9225280298473704,0,0,0,0,1
